overall_rating,potential,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,Total_Frequency,star_signAquarius,star_signAries,star_signCancer,star_signCapricorn,star_signGemini,star_signLeo,star_signLibra,star_signPisces,star_signSagittarius,star_signScopio,star_signTaurus,star_signVirgo
68,69,72,59,57,68,75,63,56,63,65,66,75,65,76,71,79,81,61,79,68,67,80,66,69,64,59,66,67,64,0,0,0,1,0,0,0,0,0,0,0,0,0
73,74,21,22,21,32,19,21,15,17,42,26,44,43,41,70,50,36,61,40,68,19,48,32,16,34,34,21,20,16,0.375,0,0,0,0,1,0,0,0,0,0,0,0
65,67,68,45,38,74,52,55,60,67,70,65,63,61,60,70,69,61,47,73,52,65,47,62,52,74,67,52,54,57,0.321428571,0,0,0,0,0,0,0,0,1,0,0,0
73,76,71,65,67,75,73,66,68,74,73,75,66,66,68,75,73,82,65,89,70,82,82,68,74,70,74,67,70,70,0.305555556,0,0,0,0,0,0,0,0,1,0,0,0
68,72,69,59,53,65,59,70,67,45,64,70,80,77,74,64,77,66,66,60,46,58,50,37,63,60,61,35,32,24,0.35,1,0,0,0,0,0,0,0,0,0,0,0
60,62,67,54,30,66,36,62,64,63,60,62,64,65,56,52,40,59,46,66,55,53,22,56,53,57,46,24,50,51,0.4375,0,0,1,0,0,0,0,0,0,0,0,0
63,66,63,27,65,59,15,55,62,33,57,64,67,67,68,60,60,55,64,71,70,48,60,59,34,49,43,63,65,58,0.395604396,0,0,0,0,0,1,0,0,0,0,0,0
74,78,63,56,68,74,65,65,56,59,73,74,71,71,64,74,72,76,63,80,78,65,88,75,59,66,64,73,80,80,0.326086957,0,1,0,0,0,0,0,0,0,0,0,0
73,76,22,21,22,35,21,21,18,21,32,29,44,59,62,69,59,24,76,48,65,19,49,32,27,33,41,19,19,20,0.31,0,0,0,1,0,0,0,0,0,0,0,0
64,65,59,56,38,64,56,71,52,51,55,67,73,69,72,60,84,62,67,50,39,53,48,32,60,68,45,25,27,27,0.25,0,0,0,0,0,0,1,0,0,0,0,0
58,62,67,60,35,62,45,55,64,32,55,58,54,59,75,55,71,57,73,61,57,47,21,53,54,55,68,51,53,54,0.35,0,0,0,0,1,0,0,0,0,0,0,0
64,71,14,10,15,29,14,13,12,19,34,26,46,57,50,58,24,36,66,51,91,15,45,15,11,35,20,12,15,19,0.458333333,1,0,0,0,0,0,0,0,0,0,0,0
68,69,47,44,69,68,53,59,39,48,61,62,57,64,56,74,56,69,72,80,89,57,85,69,59,59,38,66,69,68,0.390625,0,0,0,0,1,0,0,0,0,0,0,0
68,70,58,68,72,58,67,64,55,44,58,67,71,72,64,68,59,69,73,67,70,59,63,37,60,58,59,22,35,26,0.411764706,0,1,0,0,0,0,0,0,0,0,0,0
66,71,50,38,70,59,32,48,32,57,36,54,54,53,55,66,64,54,73,70,82,45,68,62,49,57,56,63,67,59,0.37037037,0,0,0,0,0,1,0,0,0,0,0,0
69,72,67,59,48,72,68,71,71,68,71,72,64,63,72,66,72,76,60,72,61,74,66,57,68,71,69,46,61,53,0.380952381,0,0,0,0,0,0,0,0,0,1,0,0
66,70,65,26,59,62,21,60,54,46,59,65,72,67,74,63,71,66,71,75,66,57,68,65,59,58,35,65,69,67,0,0,0,0,0,1,0,0,0,0,0,0,0
63,66,19,15,15,28,10,15,16,15,41,22,34,31,33,61,64,15,68,27,63,15,40,35,25,32,28,16,16,16,0.45,0,1,0,0,0,0,0,0,0,0,0,0
70,75,58,70,77,65,65,65,54,53,58,70,59,61,46,73,52,73,67,73,86,68,60,44,70,69,70,37,44,29,0.5,0,0,0,0,0,0,0,0,0,0,0,1
77,80,58,82,82,61,75,67,72,75,56,76,64,69,56,78,74,81,77,66,83,73,72,55,78,69,73,24,38,30,0.333333333,0,0,0,0,0,0,1,0,0,0,0,0
66,70,40,27,62,52,29,32,31,29,50,50,64,67,62,67,62,51,74,66,73,36,69,63,36,38,38,67,68,67,0.354166667,0,0,0,0,0,0,1,0,0,0,0,0
76,79,66,75,79,70,77,75,61,56,42,75,80,79,75,73,78,77,83,74,81,63,77,55,74,69,65,25,30,17,0.5,0,0,0,0,0,1,0,0,0,0,0,0
74,75,69,75,54,75,62,70,72,68,73,74,67,69,73,73,71,77,68,63,62,78,58,36,77,73,61,36,40,46,0.346153846,0,0,0,0,0,0,0,0,0,1,0,0
67,70,70,39,58,68,57,62,66,60,61,67,69,69,71,66,70,68,69,70,69,45,62,69,61,60,57,64,68,69,0.416666667,1,0,0,0,0,0,0,0,0,0,0,0
71,75,55,38,74,73,51,59,36,48,64,71,54,62,59,70,67,70,73,75,74,56,68,69,61,68,61,68,72,71,0.385714286,0,0,0,0,0,0,0,1,0,0,0,0
80,80,60,83,83,73,80,77,75,71,55,81,62,59,75,81,66,80,74,61,78,77,70,39,82,76,78,21,27,23,0.344262295,0,0,0,0,0,0,1,0,0,0,0,0
69,71,22,46,72,56,33.3300205,40,39.28185456,50,53,51,62,63,53.99917774,65,68.44503502,45,70.15381165,74,81,50,78,60,67,53.18419518,62,68,67,66.02019995,0,0,0,0,0,1,0,0,0,0,0,0,0
74,76,66,62,40,78,54,74,66,53,73,74,83,83,84,77,75,73,70,82,78,62,86,70,67,73,73,68,73,66,0.430107527,0,0,1,0,0,0,0,0,0,0,0,0
69,83,62,72,65,57,68.20513786,64,61.53540737,60,42,66,80,81,72.98170141,67,68.70781781,77,68.9585895,58,62,49,48,52,63,59.90843379,59,24,31,23.57702465,0.333333333,0,0,1,0,0,0,0,0,0,0,0,0
67,68,36,69,80,61,63,58,61,35,51,62,55,51,58,66,58,72,60,69,83,61,70,34,71,62,64,31,25,21,0.346153846,0,0,0,0,0,0,1,0,0,0,0,0
69,73,73,63,52,75,61,66,62,68,74,70,69,69,64,66,66,60,56,75,61,62,54,66,66,72,59,62,62,59,0.30952381,0,0,0,0,0,0,0,0,0,1,0,0
68,71,63,63,29,65,49,72,57,64,58,69,79,83,87,56,86,66,70,80,63,59,48,47,63,64,47,42,48,34,0.402597403,0,0,1,0,0,0,0,0,0,0,0,0
67,68,52,66,69,61,69,63,44,44,52,62,73,70,77,67,59,68,53,69,77,59,63,38,72,65,65,34,36,30,0.333333333,0,0,0,0,0,0,0,0,0,0,1,0
69,74,68,64,51,75,68,67,49,69,70,72,62,62,57,70,63,72,63,70,69,70,72,61,69,69,59,59,62,66,0.4,0,0,0,0,0,0,1,0,0,0,0,0
67,79,67,60,56,69,59.07004775,69,62.37736107,67,66,66,68,69,68.53247486,58,68.96146258,63,65.62759717,65,71,60,60,70,68,68.65975222,70,41,56,60.5747338,0.4,0,0,0,0,0,0,0,0,0,1,0,0
72,74,62,70,76,67,72,73,65,61,56,75,68,66,65,72,67,75,81,71,77,66,75,40,77,69,68,37,31,29,0.380597015,0,0,0,0,0,0,0,1,0,0,0,0
64,65,38,28,64,56,23,31,37,35,57,54,47,42,41,57,58,60,58,62,79,31,82,62,44,49,46,60,64,60,0.366666667,0,0,0,0,0,0,0,1,0,0,0,0
63,65,54,23,65,47,33,37,16,31,42,42,64,57,60,58,66,42,67,57,61,36,74,68,43,30,37,63,66,62,0.2,0,0,0,0,0,0,0,0,1,0,0,0
74,76,68,41,75,73,55,59,66,53,70,67,61,66,59,73,63,56,73,72,76,47,74,75,44,63,60,75,77,76,0.379807692,0,1,0,0,0,0,0,0,0,0,0,0
79,83,75,74,61,80,78,82,81,78,77,82,79,79,81,76,74,76,49,72,68,80,54,48,76,81,75,29,51,48,0.361111111,0,1,0,0,0,0,0,0,0,0,0,0
78,79,60,85,89,74,73.25679581,70,65.3529907,70,57,79,61,67,66.63602177,82,68.07172126,77,72.54052452,73,85,72,74,78,84,74.95291288,84,26,41,27.0474621,0.5,0,0,0,0,0,0,0,0,0,0,1,0
60,63,37,17,63,53,15,53,36,33,38,55,67,69,59,55,55,38,68,59,72,22,61,53,46,46,27,57,62,55,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0
76,78,69,80,72,70,69,71,72,71,54,72,73,74,74,68,65,77,57,67,76,68,64,45,71,72,77,24,29,25,0.365384615,0,0,0,0,0,0,1,0,0,0,0,0
75,78,64,59,87,73,76,54,66,66,70,71,66,69,57,67,81,91,85,78,93,81,89,74,74,67,71,69,77,72,0.363636364,1,0,0,0,0,0,0,0,0,0,0,0
75,81,75,31,77,66,53,56,41,46,69,71,69,75,66,71,74,55,73,72,78,36,73,71,64,58,65,76,80,77,0.3,0,0,0,0,0,0,1,0,0,0,0,0
71,75,71,34,60,66,50,64,58,47,60,65,75,79,75,70,65,66,72,77,70,58,75,67,60,52,49,66,74,76,0.371621622,0,0,1,0,0,0,0,0,0,0,0,0
71,76,58,40,76,62,33,42,56,46,47,56,55,63,51,59,64,66,78,60,83,53,79,64,45,54,43,71,73,67,0.325,0,0,1,0,0,0,0,0,0,0,0,0
68,71,48,38,65,58,20,41,67,36,58,64,69,69,62,68,74,44,70,64,75,25,81,68,50,56,48,69,74,72,0.275,1,0,0,0,0,0,0,0,0,0,0,0
81,84,18,17,18,30,10,18,10,20,60,27,48,54,44,68,57,34,74,55,75,18,83,49,28,30,62,17,18,11,0.361702128,0,0,1,0,0,0,0,0,0,0,0,0
71,74,74,54,62,75,57,66,66,69,69,75,72,69,68,65,74,70,61,72,64,61,74,70,60,57,53,63,67,73,0.348484848,0,0,0,0,0,0,0,1,0,0,0,0
77,82,36,27,76,66,29,53,30,36,63,69,55,60,53,69,39,59,76,65,81,32,76,80,38,58,39,80,81,79,0.352564103,1,0,0,0,0,0,0,0,0,0,0,0
66,66,59,65,56,52,74,65,43,39,49,68,56,69,62,68,67,77,55,62,76,63,61,21,66,56,74,24,26,27,0.416666667,0,0,0,0,1,0,0,0,0,0,0,0
76,78,64,75,85,77,78,73,75,64,66,78,69,70,74,77,66,79,77,74,77,74,67,49,79,77,80,45,49,41,0.387096774,0,0,0,1,0,0,0,0,0,0,0,0
73,75,72,72,79,73,66,72,54,66,68,73,73,73,79,74,68,75,85,75,78,70,61,44,67,67,67,23,42,25,0.347826087,0,0,0,0,0,0,0,1,0,0,0,0
70,70,68,18,62,74,17,61,64,53,79,67,81,82,74,69,66,67,72,78,71,22,71,66,65,49,49,71,71,68,0,1,0,0,0,0,0,0,0,0,0,0,0
78,78,24,25,24,39,24,24,24,69,28,23,46,51,52,66,57,35,66,32,71,23,37,21,24,27,75,24,24,24,0.377358491,0,0,0,0,0,0,0,0,0,0,0,1
73,76,75,42,75,72,62,55,73,74,72,71,80,84,66,74,75,90,80,77,87,74,73,67,65,63,74,71,75,74,0.411764706,0,1,0,0,0,0,0,0,0,0,0,0
76,77,71,75,74,71,77,79,61,68,48,76,82,85,78,68,70,81,79,68,79,66,78,51,72,64,75,23,32,24,0.414634146,0,0,0,1,0,0,0,0,0,0,0,0
72,75,66,57,61,74,65,68,56,61,73,73,71,72,71,69,74,78,64,73,77,69,78,73,70,70,64,66,73,69,0.357142857,0,0,0,0,0,0,0,0,0,0,1,0
75,77,65,77,72,74,74,76,74,71,58,75,80,77,77,75,68,79,79,75,71,75,68,38,77,65,71,27,31,21,0.366666667,0,0,1,0,0,0,0,0,0,0,0,0
68,68,50,68,64,50,64,65,61,50,41,67,77,81,69,62,74,76,88,63,75,57,62,30,63,46,66,24,25,24,0.407407407,0,0,0,0,0,0,1,0,0,0,0,0
68,72,51,46,72,70,46,57,44,65,66,67,46,58,56,66,50,74,60,73,86,66,82,61,40,60,60,69,72,75,0.3375,0,0,0,0,0,0,0,0,0,0,1,0
78,82,17,16,17,34,14,18,14,16,37,21,44,44,60,69,61,28,74,47,71,17,47,25,17,39,34,17,16,14,0.358974359,1,0,0,0,0,0,0,0,0,0,0,0
69,72,76,30,57,67,62,72,79,39,66,75,66,74,52,63,47,73,61,66,78,54,76,63,64,56,52,59,70,69,0.4,1,0,0,0,0,0,0,0,0,0,0,0
75,75,66,65,64,79,70,75,68,71,70,78,74,66,66,73,76,80,70,55,91,66,72,57,71,80,76,50,67,61,0.25,0,0,0,0,1,0,0,0,0,0,0,0
76,78,57,54,78,80,60,68,59,49,71,76,72,72,72,79,83,66,86,87,71,56,69,78,74,80,54,74,70,67,0.336065574,0,0,0,0,1,0,0,0,0,0,0,0
75,76,45,78,78,62,74,73,62,60,52,73,72,74,69,72,70,74,80,69,78,75,58,43,76,58,67,28,23,23,0.444444444,1,0,0,0,0,0,0,0,0,0,0,0
65,65,55,64,75,73,56,48,57,27,67,53,74,78,76,63,43,69,80,79,83,66,53,17,64,58,54,35,17,14,0.285714286,0,0,0,1,0,0,0,0,0,0,0,0
62,66,52,61,57,65,70,62,52,39,61,62,65,66,69,63,69,64,66,64,69,57,23,44,63,65,53,54,63,60,0.416666667,0,0,0,0,0,0,1,0,0,0,0,0
70,75,72,57,67,70,59.70130122,64,61.06462382,57,66,68,82,74,70.15153524,59,69.92445375,72,67.47767625,73,71,64,70,72,69,69.79656315,70,70,73,57.00769551,0.5,0,0,0,0,0,0,0,0,0,0,0,1
58,72,51,58,52,55,51,57,43,47,38,59,71,66,71,57,66,55,72,65,53,50,36,45,54,52,46,22,24,18,0,0,0,0,0,0,0,0,1,0,0,0,0
68,70,33,32,70,56,22,45,38,30,64,61,59,61,53,60,65,62,69,70,72,31,67,67,44,50,48,70,73,68,0.315789474,0,0,0,0,0,0,0,1,0,0,0,0
74,79,75,44,72,68,56,70,62,62,64,72,78,82,72,72,62,72,74,82,76,74,73,71,65,60,54,69,76,76,0.354545455,0,0,0,0,1,0,0,0,0,0,0,0
71,73,57,54,67,70,52,62,60,57,61,66,72,72,69,69,58,64,64,79,76,63,79,72,65,70,65,75,76,72,0.5,0,0,0,0,1,0,0,0,0,0,0,0
79,80,79,71,76,82,80,76,79,77,79,82,71,71,76,80,60,76,76,67,77,76,69,69,79,80,76,55,71,67,0.412698413,0,0,0,1,0,0,0,0,0,0,0,0
73,74,59,42,56,72,55,66,54,58,70,67,71,67,68,70,77,84,73,81,88,69,88,75,63,62,60,73,78,76,0.375,0,0,0,0,0,0,1,0,0,0,0,0
78,79,71,76,70,76,80,82,84,74,65,82,74,73,67,77,67,77,71,69,70,78,57,46,79,78,75,26,42,36,0.39516129,0,0,0,0,0,1,0,0,0,0,0,0
75,77,52,78,69,68,76,73,80,63,47,78,69,71,64,77,75,75,72,53,72,75,62,43,82,72,76,25,41,38,0.348484848,0,0,0,0,0,0,0,0,0,0,0,1
61,63,53,64,69,56,60,51,52,44,47,57,57,53,62,62,66,64,66,67,75,59,66,46,63,48,63,31,25,21,0.363636364,0,0,0,0,0,0,0,1,0,0,0,0
68,70,60,74,70,57,65.2970545,53,54.37032081,65,41,67,56,50,63.49933402,76,59.61566374,74,68.58087205,65,76,62,34,59,74,62.71966764,68,30,29,28.05308073,0,0,0,1,0,0,0,0,0,0,0,0,0
69,72,33,74,79,61,62,51,56,24,52,63,59,70,38,66,65,73,72,73,82,59,75,30,75,67,71,21,20,16,0,1,0,0,0,0,0,0,0,0,0,0,0
65,73,48,73,65,61,65.33253558,52,55.76889646,51,53,65,66,63,67.26076984,66,65.64285155,69,68.98931484,62,65,60,64,66,68,58.49859909,66,23,30,32.75610279,0.25,0,0,0,1,0,0,0,0,0,0,0,0
71,72,69,73,74,71,68,70,68,73,69,69,65,70,70,73,70,73,76,71,76,69,60,45,74,71,79,36,47,41,0,0,0,0,0,0,0,0,0,0,1,0,0
62,63,55,64,72,54,60.5794022,53,52.60551893,46,47,60,58,60,62.79347787,53,61.52211021,66,67.22317255,58,79,53,63,61,67,57.34939407,67,25,49,29.48547329,0,0,0,0,0,0,1,0,0,0,0,0,0
61,71,34,65,68,52,38,58,39,35,42,60,68,64,61,60,57,58,67,57,63,51,32,22,35,53,48,12,12,11,0.4,0,0,0,0,1,0,0,0,0,0,0,0
70,72,64,50,68,72,59,68,65,59,70,70,70,70,72,68,69,66,74,77,70,65,73,69,64,65,61,68,70,68,0.4,0,1,0,0,0,0,0,0,0,0,0,0
62,64,58,50,58,57,56,69,52,47,55,69,65,67,69,53,65,64,60,65,71,59,46,43,51,45,47,34,41,42,0.5,0,0,0,0,0,0,0,1,0,0,0,0
69,70,65,70,47,65,70,74,64,69,52,71,66,68,70,68,74,71,65,60,62,65,73,42,70,71,72,35,33,39,0.3984375,0,0,0,0,0,0,0,0,0,0,1,0
64,76,49,64,68,60,60,67,53,42,47,60,69,67,67,58,65,63,73,63,64,60,57,54,55,62,67,26,21,18,0,0,0,0,0,0,0,0,0,1,0,0,0
72,74,64,70,75,66,62,74,58,46,60,72,78,78,72,67,57,72,71,78,76,63,65,35,67,69,67,22,23,20,0.433333333,0,0,0,0,0,0,0,1,0,0,0,0
72,73,46,38,75,61,47,55,44,43,59,59,56,62,54,70,51,66,63,66,88,60,85,70,42,57,65,70,72,67,0.333333333,0,0,0,0,0,0,1,0,0,0,0,0
69,69,63,56,69,74,59,72,66,57,68,74,70,74,67,70,69,71,69,74,76,69,81,44,63,74,72,51,68,50,0.5,0,0,0,0,0,0,0,0,1,0,0,0
68,69,49,66,72,62,71,67,61,52,49,68,70,73,69,70,71,78,70,41,62,68,59,27,63,45,72,26,23,29,0.3125,0,0,0,1,0,0,0,0,0,0,0,0
73,77,75,68,65,70,66,78,70,59,52,72,84,82,68,65,53,74,64,69,61,73,58,60,62,63,66,25,32,19,0.416666667,0,0,0,0,0,0,0,0,0,0,0,1
74,77,70,72,67,75,69,76,68,68,70,72,78,78,77,72,77,74,68,67,64,68,58,32,69,75,77,33,28,33,0.461538462,0,0,0,0,0,0,0,1,0,0,0,0
70,75,24,16,77,59,18,53,21,18,59,57,50,55,47,62,56,73,83,58,84,21,82,66,50,58,42,67,68,60,0.321428571,0,0,0,0,0,0,1,0,0,0,0,0
72,78,64,73,71,66,70,72,30,34,47,70,72,78,61,70,56,76,64,68,84,69,71,49,71,67,60,39,38,34,0.384615385,0,0,0,0,0,0,0,0,0,0,1,0
72,78,74,56,61,70,65,67,58,48,63,71,78,84,72,69,67,73,73,84,70,63,63,67,68,65,47,70,75,75,0.36440678,0,0,0,0,0,0,0,0,0,0,1,0
67,70,72,59,70,73,56,64,68,60,66,69,63,55,69,73,70,66,76,67,74,60,72,63,63,66,60,60,63,65,0.357142857,0,0,1,0,0,0,0,0,0,0,0,0
61,62,58,59,35,55,54,62,55,42,48,61,78,74,83,61,81,63,64,71,62,57,62,38,58,59,64,23,21,23,0.298387097,0,0,0,0,0,1,0,0,0,0,0,0
69,69,72,35,67,68,66,54,65,51,68,67,72,74,72,71,64,52,65,66,66,54,67,58,44,65,55,71,70,71,0,0,0,0,0,1,0,0,0,0,0,0,0
68,75,50,68,67,59,66,67,67,48,46,67,81,83,78,61,69,65,58,70,53,57,53,60,66,62,64,39,46,38,0.384615385,0,0,0,0,1,0,0,0,0,0,0,0
75,78,19,18,20,24,17,18,15,17,37,29,57,51,60,67,64,35,73,48,63,18,34,22,19,30,28,19,20,18,0.395833333,0,0,0,0,0,0,0,0,0,0,1,0
68,69,59,68,71,72,39,63,78,74,57,63,62,67,70,65,61,69,63,76,58,72,59,56,66,70,82,36,23,31,0.4375,0,1,0,0,0,0,0,0,0,0,0,0
69,70,71,65,30,70,64,69,72,71,70,70,70,66,72,67,74,66,56,66,43,71,38,37,68,71,61,28,24,29,0.409090909,0,0,0,1,0,0,0,0,0,0,0,0
67,68,41,29,62,57,24,44,27,33,47,47,58,63,33,63,63,50,76,70,74,30,81,65,42,35,37,66,66,65,0.375,0,0,0,0,0,0,0,0,0,1,0,0
83,86,70,88,75,71,82,81,72,58,58,82,79,81,71,82,62,83,73,68,77,78,51,34,87,72,75,20,20,18,0.43956044,0,0,0,0,0,0,0,0,1,0,0,0
62,67,16,16,18,33,8,16,10,21,44,28,56,46,51,63,64,36,68,50,58,16,62,42,34,46,35,16,16,12,0,0,0,0,0,0,0,0,0,0,0,0,1
69,75,61,65,48,69,66.91144154,77,68.26941527,65,63,75,78,75,77.76364966,70,73.26956863,70,65.55552928,73,57,62,60,58,60,70.63929403,63,28,38,37.86997959,0.430232558,0,0,1,0,0,0,0,0,0,0,0,0
57,62,38,42,56,53,40.10196548,48,49.75038711,48,50,58,58,55,57.95911367,53,61.20056091,65,63.27746701,53,52,49,56,58,55,55.65209909,54,61,62,51.05945398,0,0,0,0,1,0,0,0,0,0,0,0,0
65,67,50,53,76,60,48,57,51,51,52,58,69,70,69,65,74,67,67,83,65,74,64,66,61,51,59,65,62,65,0.416666667,1,0,0,0,0,0,0,0,0,0,0,0
75,79,69,57,66,79,63,69,73,75,78,77,61,60,58,71,60,84,64,73,77,84,75,73,65,74,74,65,75,73,0.395522388,0,0,0,0,0,0,0,0,0,0,0,1
79,84,81,78,48,83,78,78,87,82,85,83,68,70,73,76,67,80,54,75,64,83,64,64,76,83,76,43,53,54,0.449494949,0,0,0,0,0,0,0,1,0,0,0,0
60,62,17,19,17,36,17,18,17,18,37,26,43,43,43,62,38,34,64,40,52,18,42,26,18,29,28,17,21,19,0.5,0,0,1,0,0,0,0,0,0,0,0,0
59,64,54,44,60,67,37,48,36,40,63,62,61,62,70,57,51,62,46,67,50,63,51,54,55,46,52,54,58,62,0.395833333,0,0,0,0,0,0,0,0,0,0,0,1
56,59,49,49,56,55,50,47,49,52,56,55,62,58,54,54,61,58,76,53,56,53,56,58,36,52,49,52,53,60,0.368421053,0,1,0,0,0,0,0,0,0,0,0,0
63,70,46,52,65,63,53,45,33,49,65,62,60,51,44,58,63,63,62,59,66,59,63,57,57,55,61,60,68,57,0.307692308,0,0,0,0,0,1,0,0,0,0,0,0
69,69,46,46,71,62,39,37,51,57,62,58,49,53,37,57,60,72,60,70,79,56,72,72,43,55,74,71,71,67,0.355769231,0,0,0,0,0,0,0,0,0,0,1,0
59,61,47,30,67,62,41,48,57,49,57,62,50,46,52,54,40,68,44,55,72,51,62,54,48,50,57,63,62,45,0.3125,0,0,1,0,0,0,0,0,0,0,0,0
57,64,48,40,60,59,45.72017701,31,49.79646155,43,64,55,58,54,61.74168261,60,64.52030324,59,67.44354501,63,59,51,56,63,64,58.66510128,51,49,59,60.78016989,0.34375,0,0,0,0,0,0,1,0,0,0,0,0
63,64,66,55,50,62,60,63,64,56,56,65,70,74,68,55,68,58,60,71,71,53,60,45,63,55,65,26,33,21,0.372093023,0,0,0,0,0,0,1,0,0,0,0,0
60,70,54,43,53,60,38.90519871,58,47.66435634,32,55,60,58,59,61.63022838,57,64.52970227,59,63.95510964,60,61,38,60,59,61,57.74976609,65,66,59,60.6418189,0.5,0,0,0,0,1,0,0,0,0,0,0,0
66,70,64,61,55,68,60,67,74,71,61,69,66,66,67,67,65,70,56,69,67,64,52,39,62,71,67,37,43,31,0,0,0,0,0,0,0,0,0,1,0,0,0
58,61,51,47,49,59,46,54,62,53,58,58,65,66,70,44,70,57,74,65,52,49,56,58,58,55,57,55,56,47,0.444444444,0,0,0,0,0,0,0,0,0,0,0,1
66,68,62,48,64,66,53.27686653,64,53.21401943,59,64,66,66,69,66.38583865,58,72.35513723,65,65.05053995,68,59,64,67,69,66,67.4748905,68,67,67,59.18430272,0.5,0,0,0,0,0,0,0,0,0,0,0,1
57,66,43,20,53,57,26,49,26,19,54,53,54,55,53,52,73,39,60,53,55,41,53,40,44,47,38,60,60,54,0.382352941,0,0,0,1,0,0,0,0,0,0,0,0
61,64,44,27,59,59,43.18293522,39,44.99065975,40,50,53,56,61,64.96968801,54,66.63014541,58,71.1529809,63,62,22,62,56,63,58.79649854,52,63,65,55.1311289,0.375,0,0,0,0,0,0,1,0,0,0,0,0
66,73,63,61,64,73,68,67,65,68,70,61,65,68,72,63,67,69,65,70,69,63,62,58,56,70,60,60,48,38,0.3125,0,0,0,0,0,0,0,0,0,0,1,0
65,67,66,65,47,65,58,63,65,61,59,63,69,72,79,63,74,70,68,66,61,65,73,42,71,67,70,47,54,45,0.373333333,0,0,0,0,1,0,0,0,0,0,0,0
69,73,21,21,21,21,17,21,18,22,34,23,45,40,48,64,41,23,65,29,68,21,50,36,20,37,36,21,21,18,0.340909091,0,0,1,0,0,0,0,0,0,0,0,0
66,70,56,32,67,62,68,52,49,54,48,62,65,62,62,65,69,64,66,68,68,58,74,59,50,64,66,69,67,64,0.368421053,0,0,0,0,0,1,0,0,0,0,0,0
62,65,55,47,66,58,54,55,51,37,47,62,67,73,60,58,57,50,68,71,67,50,72,55,57,52,52,60,65,58,0.360759494,0,0,0,0,0,0,0,1,0,0,0,0
72,75,47,27,71,60,37,39,44,28,56,59,68,69,63,68,70,53,76,70,75,31,75,72,39,54,51,70,74,71,0.364583333,0,0,0,0,1,0,0,0,0,0,0,0
71,74,67,61,60,75,63,71,65,69,70,74,71,69,68,72,65,72,62,68,58,68,69,51,69,75,67,48,56,50,0.413793103,0,0,0,0,0,0,1,0,0,0,0,0
78,80,72,58,68,81,78,73,64,67,81,79,68,67,68,75,64,87,75,78,77,84,79,78,70,78,74,71,79,77,0.366336634,0,0,1,0,0,0,0,0,0,0,0,0
78,81,68,78,65,77,74,84,73,72,72,81,77,77,82,78,81,75,74,72,64,75,67,55,77,77,71,28,39,29,0.393617021,0,1,0,0,0,0,0,0,0,0,0,0
63,68,63,49,56,70,56.97807896,67,54.81844079,43,68,67,56,68,63.41703673,56,64.0190885,66,61.86736417,57,71,52,43,63,68,60.89646641,63,31,34,52.02473051,0.416666667,0,0,0,0,0,0,0,0,0,0,0,1
66,67,59,66,52,65,66,72,61,59,49,72,80,76,74,70,73,69,67,60,56,56,55,30,56,61,68,20,25,23,0.3125,0,0,0,0,1,0,0,0,0,0,0,0
67,72,65,55,60,64,58,65,45,54,60,67,74,77,75,63,65,69,58,81,67,60,64,66,58,57,47,61,61,64,0.5,0,0,0,0,0,0,1,0,0,0,0,0
63,63,50,35,60,39,46,50,46,52,39,60,72,69,55,70,65,46,82,69,71,42,76,62,41,60,45,68,60,57,0.409090909,0,0,0,0,0,0,0,0,0,1,0,0
67,72,46,57,68,44,36.73832179,46,43.81356415,49,44,46,67,69,61.81142225,66,66.83778499,33,68.9519442,56,57,54,72,70,65,59.00537656,73,74,74,66.3060217,0.4375,1,0,0,0,0,0,0,0,0,0,0,0
71,79,69,46,63,74,59.67256289,68,66.57414353,67,72,77,71,66,68.82846341,61,71.02157035,69,69.07848847,68,70,67,64,72,70,70.56065453,76,66,63,68.17368413,0.428571429,0,0,0,0,0,0,1,0,0,0,0,0
63,67,54,54,62,65,47,61,51,59,59,62,55,59,57,59,67,71,67,69,71,61,72,65,57,64,68,57,60,46,0.390625,0,0,0,0,0,0,0,1,0,0,0,0
68,70,57,46,66,65,46,56,50,59,62,64,63,59,64,66,72,62,62,69,79,56,70,71,64,67,68,66,67,62,0.422222222,0,0,0,0,0,0,0,0,0,1,0,0
64,70,65,53,57,64,47,57,54,38,59,66,68,70,71,64,69,51,68,78,73,53,68,62,61,59,41,62,62,61,0.355263158,0,0,0,0,0,0,0,0,0,0,1,0
56,66,56,54,50,60,47,49,45,38,34,49,71,70,80,70,67,62,79,54,44,44,39,52,59,52,50,43,33,42,0.428571429,0,0,0,0,0,0,0,0,0,0,0,1
64,67,28,28,30,35,30,28,23,16,48,18,34,36,50,61,51,35,62,60,37,16,48,36,10,52,30,18,29,30,0.326923077,0,0,0,0,0,0,0,0,0,1,0,0
73,76,50,51,76,63,50,52,46,55,66,61,45,55,56,65,57,64,78,66,84,63,81,68,50,60,57,72,75,72,0.330645161,0,1,0,0,0,0,0,0,0,0,0,0
62,64,45,61,56,54,58,60,49,45,42,61,74,74,62,58,64,66,64,62,68,59,57,42,51,50,48,32,37,35,0.5,0,0,0,0,0,0,0,0,0,1,0,0
