overall_rating,potential,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,Total_Frequency,star_signAquarius,star_signAries,star_signCancer,star_signCapricorn,star_signGemini,star_signLeo,star_signLibra,star_signPisces,star_signSagittarius,star_signScopio,star_signTaurus,star_signVirgo
66,77,46,52,64,64,19,49,39,51,50,63,59,55,45,59,58,57,66,67,73,50,70,62,50,58,58,68,69,59,0.363636364,0,0,1,0,0,0,0,0,0,0,0,0
70,77,55,70,60,66,69,68,56,63,60,73,77,76,71,68,60,71,64,70,70,71,65,30,70,66,72,22,22,21,0.5,1,0,0,0,0,0,0,0,0,0,0,0
74,79,52,74,77,75,64,67,68,61,66,72,67,65,59,78,61,74,66,70,76,64,65,55,77,78,62,43,55,48,0.369565217,0,1,0,0,0,0,0,0,0,0,0,0
61,64,63,43,54,64,58,68,69,58,60,64,67,71,69,56,67,65,68,73,55,62,63,54,55,67,52,45,45,39,0.333333333,0,0,0,0,0,0,0,0,0,0,0,1
69,73,46,34,71,60,39,49,46,38,55,58,61,62,58,64,58,52,73,64,75,39,74,66,41,44,56,68,69,70,0.3,0,0,0,0,0,0,0,0,0,0,0,1
70,74,44,45,67,64,40,51,44,24,62,64,78,71,51,70,57,67,71,67,70,40,76,73,44,35,36,71,69,70,0.379310345,1,0,0,0,0,0,0,0,0,0,0,0
55,65,48,38,52,51,31,46,38,39,47,51,61,68,61,58,63,56,64,74,69,48,63,48,43,49,38,52,54,53,0.5,0,0,0,0,0,0,0,0,0,0,1,0
54,66,49,20,50,64,51,42,36,26,53,60,55,54,68,52,71,48,34,61,54,32,49,48,43,51,42,49,57,61,0.5,0,0,0,0,0,0,0,0,0,0,0,1
71,74,36,28,60,63,21,59,23,21,65,64,74,68,68,71,74,62,78,80,75,37,88,73,48,59,38,74,81,75,0.431818182,0,1,0,0,0,0,0,0,0,0,0,0
62,66,43,32,64,52,26,50,29,32,45,48,52,54,52,52,46,54,79,70,87,37,67,70,24,44,44,59,61,62,0.28125,0,0,0,0,0,0,0,0,0,0,1,0
65,71,54,60,63,67,59,67,58,36,65,71,56,57,67,64,55,67,51,67,76,58,35,38,63,68,55,30,41,27,0.3625,0,0,0,1,0,0,0,0,0,0,0,0
73,75,19,16,16,34,23,19,18,17,33,20,55,55,40,70,35,43,55,43,69,19,34,21,19,30,23,16,19,19,0.37704918,0,1,0,0,0,0,0,0,0,0,0,0
61,67,52,23,55,57,26,42,34,37,55,53,63,62,60,59,73,52,76,70,66,42,72,60,38,40,41,67,64,61,0.357142857,0,0,0,0,0,0,0,0,0,1,0,0
66,73,57,44,55,67,48,65,58,43,60,70,75,75,65,70,59,54,74,76,69,52,72,63,55,50,44,59,64,64,0.25,0,1,0,0,0,0,0,0,0,0,0,0
69,75,66,55,42,70,52,72,69,74,61,74,74,68,66,68,65,68,55,55,52,67,34,37,66,69,66,25,23,25,0.5,0,0,0,0,0,0,0,0,0,0,0,1
64,70,63,51,33,59,52,69,23,24,46,66,82,83,76,56,72,61,70,71,61,49,57,23,61,62,57,31,19,18,0.375,1,0,0,0,0,0,0,0,0,0,0,0
65,74,65,49,59,69,17,65,56,49,63,65,69,72,75,65,68,62,68,85,66,57,58,61,41,61,58,62,63,58,0.378205128,0,0,0,0,0,0,0,1,0,0,0,0
70,72,72,67,43,75,62,74,67,72,73,74,62,60,69,57,72,73,64,66,62,72,55,48,66,76,78,34,58,44,0.325581395,0,0,0,0,1,0,0,0,0,0,0,0
70,75,66,72,62,72,61,73,49,58,61,72,74,78,81,69,79,71,80,73,51,63,59,35,69,66,62,22,22,23,0,0,0,0,0,0,0,0,1,0,0,0,0
73,77,67,72,54,72,70,77,70,78,62,79,87,81,75,53,67,66,49,60,38,60,67,24,79,68,51,26,33,28,0.5,0,0,0,0,0,0,0,0,0,0,0,1
68,73,22,21,20,32,19,21,18,20,38,21,57,54,48,58,55,22,68,52,62,20,46,21,23,26,37,21,21,22,0.318181818,0,0,0,0,0,0,0,0,1,0,0,0
71,79,37,25,73,52,24,43,40,31,47,56,64,62,60,65,55,55,70,60,71,35,72,71,32,39,42,76,74,71,0,0,0,1,0,0,0,0,0,0,0,0,0
68,71,70,56,57,63,67,66,69,64,64,68,80,77,75,69,73,76,76,71,61,69,66,61,62,64,57,62,68,65,0.431034483,0,0,0,1,0,0,0,0,0,0,0,0
63,66,31,61,65,51,50,51,41,44,30,54,71,75,65,59,58,69,72,69,76,53,62,21,61,46,62,25,25,25,0.25,0,0,0,0,0,0,0,1,0,0,0,0
64,70,62,54,46,60,44,64,58,45,53,60,79,78,75,66,71,58,71,77,54,45,63,48,59,62,44,49,55,52,0.5,0,0,0,0,0,0,0,0,0,0,1,0
65,71,46,70,63,58,65,57,49,49,38,62,66,67,66,62,60,68,71,68,64,59,48,29,66,58,56,20,24,22,0.416666667,0,0,0,0,0,0,0,0,0,1,0,0
64,71,54,63,46,57,59,69,51,50,45,64,84,86,87,54,78,62,63,72,53,54,56,41,58,54,50,19,27,24,0.416666667,0,0,0,1,0,0,0,0,0,0,0,0
71,71,32,42,73,57,36,50,36,36,58,64,70,68,69,64,69,58,84,70,78,32,81,68,36,30,55,70,72,69,0.323529412,0,0,0,0,0,0,0,0,1,0,0,0
66,70,62,65,56,61,54,69,63,64,51,68,79,81,74,65,75,63,64,70,54,59,52,48,64,63,62,19,19,19,0.384057971,0,0,1,0,0,0,0,0,0,0,0,0
72,78,66,59,57,76,64,74,76,65,74,76,72,68,78,74,71,66,66,76,62,66,52,69,66,75,63,57,64,69,0.321917808,0,0,0,0,0,0,0,1,0,0,0,0
71,74,59,55,69,71,55,69,59,57,64,70,74,71,67,68,58,69,78,77,73,54,77,71,64,67,62,71,75,70,0.359649123,0,0,1,0,0,0,0,0,0,0,0,0
69,70,71,61,49,69,71,70,69,69,68,71,72,65,74,66,74,72,67,71,56,72,34,51,65,66,62,41,54,49,0.388888889,0,0,1,0,0,0,0,0,0,0,0,0
60,63,59,59,36,66,52,61,52,68,59,63,70,67,59,59,63,63,69,71,68,58,58,46,53,59,47,46,56,51,0.418032787,0,0,0,0,0,0,0,0,0,1,0,0
67,76,53,68,57,64,57,66,67,35,49,69,70,71,72,69,57,70,44,71,63,61,37,33,70,74,53,24,35,35,0,1,0,0,0,0,0,0,0,0,0,0,0
70,76,58,37,70,70,38,67,43,42,66,71,66,69,68,69,65,67,68,71,72,46,75,73,56,54,49,73,73,74,0.305555556,0,0,0,0,0,0,0,0,0,1,0,0
63,71,49,63,54,59,61,62,56,58,53,68,71,75,75,52,60,70,65,63,62,61,50,30,65,58,68,39,32,35,0.361111111,0,0,0,0,0,0,0,0,0,0,1,0
65,66,62,52,50,67,51,64,62,53,60,67,74,72,69,61,66,66,68,70,60,59,46,46,52,67,61,45,45,43,0.5,0,0,0,0,0,1,0,0,0,0,0,0
56,68,54,32,47,56,36,48,29,21,47,56,66,64,65,50,57,56,58,61,58,34,53,55,43,41,45,56,56,57,0.392156863,1,0,0,0,0,0,0,0,0,0,0,0
70,72,53,68,74,53,67,62,52,44,48,66,75,73,44,68,54,75,74,72,90,65,64,41,70,53,62,29,23,21,0.5,0,0,0,0,0,0,0,0,1,0,0,0
61,66,60,52,57,63,55,63,61,64,66,64,62,63,66,62,75,65,64,67,60,62,64,58,55,62,63,50,55,54,0.375,0,0,0,0,0,0,0,0,0,0,0,1
60,66,42,24,59,52,23,56,27,25,32,62,63,68,51,52,60,25,57,64,72,22,59,58,28,27,26,58,64,61,0.375,0,0,0,0,0,0,0,0,0,0,0,1
63,69,37,69,72,47,50,66,44,41,34,63,62,59,56,54,57,65,69,53,73,58,28,20,57,53,70,25,25,22,0,0,0,0,0,0,0,0,0,0,0,1,0
60,72,63,53,52,65,61,67,57,60,65,64,57,58,62,55,55,57,47,59,57,59,52,55,53,62,48,31,36,29,0,0,0,0,0,0,0,0,1,0,0,0,0
73,77,70,52,46,78,65,78,76,66,71,81,78,78,78,66,66,64,55,70,57,65,55,55,65,76,58,43,60,52,0.4,0,0,0,0,0,0,0,0,0,0,1,0
64,72,54,59,49,56,62,66,45,28,43,65,95,94,75,60,63,67,58,69,60,49,36,39,61,53,55,20,22,21,0.5,0,0,0,0,0,0,0,0,0,1,0,0
65,69,54,52,41,61,56,75,68,45,49,71,83,75,87,56,76,55,60,64,36,56,43,30,56,65,47,30,28,24,0.416666667,0,0,1,0,0,0,0,0,0,0,0,0
66,72,17,16,20,30,14,18,16,17,35,21,61,49,57,63,54,36,59,36,70,19,26,25,19,34,18,16,17,16,0.378787879,1,0,0,0,0,0,0,0,0,0,0,0
70,71,15,13,16,37,16,16,17,14,37,28,39,45,47,58,60,37,74,49,73,18,42,26,23,33,34,17,15,14,0.348484848,0,0,0,0,0,0,0,1,0,0,0,0
67,72,58,64,72,63,51,66,57,54,43,66,73,75,71,68,69,66,83,72,70,57,63,51,71,55,63,31,32,56,0.454545455,1,0,0,0,0,0,0,0,0,0,0,0
67,73,66,65,54,60,57,72,61,61,60,72,78,74,66,62,66,67,62,63,70,63,61,42,68,58,56,25,27,31,0,1,0,0,0,0,0,0,0,0,0,0,0
64,68,57,61,57,57,56,79,60,46,40,77,81,77,71,49,59,73,57,67,69,67,45,18,62,38,54,21,14,13,0.5,0,0,0,0,0,0,0,1,0,0,0,0
61,68,44,22,38,58,33,38,54,58,52,61,69,58,69,68,69,39,70,78,70,39,71,58,41,57,47,55,63,65,0.444444444,0,0,0,0,0,0,0,0,0,1,0,0
69,74,70,78,57,74,76,75,68,62,67,73,74,75,75,66,66,76,58,78,56,72,38,35,66,66,73,25,26,23,0,0,0,1,0,0,0,0,0,0,0,0,0
69,77,64,56,57,71,53,68,61,53,68,70,69,68,72,70,65,66,57,73,64,63,69,65,66,67,55,46,64,59,0.411764706,0,0,0,0,0,0,0,0,0,0,0,1
59,71,55,57,39,58,54,60,68,42,54,61,64,62,68,58,67,61,60,59,61,55,49,43,55,66,56,31,37,31,0.333333333,0,0,0,0,0,0,0,1,0,0,0,0
61,67,60,33,50,60,35,51,56,31,53,57,68,67,59,57,68,36,73,64,58,43,52,62,48,41,30,64,66,63,0.356382979,1,0,0,0,0,0,0,0,0,0,0,0
66,71,61,65,58,64,66,73,71,47,52,70,74,76,75,61,74,74,60,59,65,64,41,35,60,58,54,34,45,47,0.423076923,0,0,0,0,0,0,0,0,1,0,0,0
63,68,60,62,56,60,45,62,60,65,58,64,62,68,63,69,68,61,48,60,55,56,49,53,66,66,67,35,37,39,0.409090909,0,0,0,0,0,0,0,0,1,0,0,0
65,74,58,57,33,59,63,70,63,62,43,69,80,78,87,63,74,69,61,59,57,55,52,43,59,62,41,24,21,18,0.5,0,0,0,0,0,0,0,0,0,0,0,1
68,75,65,58,60,71,61,68,61,61,68,71,70,70,69,68,65,78,72,70,68,70,68,65,64,69,58,55,62,59,0.5,0,0,0,0,0,0,0,0,0,0,1,0
60,66,20,17,20,20,6,18,6,15,50,22,33,32,57,34,52,34,57,34,29,18,39,42,38,32,36,18,18,5,0.5,0,0,0,0,0,0,0,0,0,0,0,1
79,86,79,61,69,80,64,79,70,74,75,81,84,84,85,81,77,73,75,82,62,70,62,77,72,75,72,70,77,76,0.443548387,0,0,1,0,0,0,0,0,0,0,0,0
70,75,54,68,72,57,65,59,53,46,41,60,86,86,68,72,67,80,74,75,81,62,68,28,63,53,64,16,27,25,0.421052632,0,0,0,0,0,0,0,0,0,0,0,1
66,71,58,33,49,58,46,58,41,39,50,64,74,72,71,67,69,58,71,67,63,43,71,67,56,58,35,71,71,70,0.351351351,0,0,0,0,0,1,0,0,0,0,0,0
51,61,40,18,55,55,32,43,66,38,35,55,56,63,39,38,56,36,57,61,56,18,61,41,33,33,32,51,48,50,0,0,0,1,0,0,0,0,0,0,0,0,0
73,77,47,33,69,69,40,42,51,38,62,67,64,68,65,69,71,56,81,74,71,14,72,68,44,66,51,74,75,78,0.358695652,0,0,0,1,0,0,0,0,0,0,0,0
68,73,13,17,12,24,14,17,12,18,24,21,43,44,31,59,43,22,57,52,76,16,19,17,16,12,24,13,19,14,0,0,0,0,0,1,0,0,0,0,0,0,0
73,79,52,45,76,64,42,47,35,36,62,60,57,62,54,68,49,56,57,69,83,48,75,71,43,52,57,74,76,73,0.333333333,0,0,1,0,0,0,0,0,0,0,0,0
69,72,15,13,20,19,15,16,17,19,15,17,44,42,48,60,49,38,59,40,63,14,43,23,15,24,18,18,18,19,0.40625,0,0,0,0,0,0,1,0,0,0,0,0
69,74,52,71,67,62,60.03405736,72,56.29169597,52,53,68,77,77,73.33717098,67,64.18162235,60,57.28178994,80,61,64,46,53,62,60.67176755,50,21,22,22.53330247,0,1,0,0,0,0,0,0,0,0,0,0,0
68,72,56,70,53,68,64,71,60,64,61,70,71,68,71,66,70,66,64,61,62,65,48,59,68,65,66,46,42,30,0,0,0,0,0,0,0,0,0,0,0,1,0
69,78,50,72,72,64,63,69,54,45,54,68,73,70,70,65,38,67,68,55,76,63,35,40,59,62,62,17,19,24,0.333333333,1,0,0,0,0,0,0,0,0,0,0,0
66,71,59,60,52,70,44,60,65,64,67,66,64,60,61,63,67,79,57,69,70,72,69,64,58,65,59,65,69,65,0.333333333,0,0,0,0,1,0,0,0,0,0,0,0
73,76,77,53,62,73,57,74,67,54,69,76,83,85,81,73,69,69,68,80,66,62,70,67,70,68,59,68,71,74,0.375,0,0,1,0,0,0,0,0,0,0,0,0
72,74,72,56,54,72,63,71,61,50,72,74,79,80,82,74,83,65,66,81,43,63,76,68,68,64,59,69,71,71,0.4375,0,0,0,0,0,0,0,0,0,0,1,0
70,77,63,59,51,74,70,71,67,55,71,75,69,69,78,62,63,73,68,80,63,70,46,59,70,76,60,47,48,41,0,0,0,0,0,0,0,1,0,0,0,0,0
57,66,48,53,56,53,54,58,53,53,47,62,59,66,57,54,56,57,60,65,71,58,39,41,45,50,51,17,29,22,0,0,0,0,0,0,1,0,0,0,0,0,0
73,77,17,14,21,33,21,16,19,18,21,22,38,39,37,58,29,23,72,34,76,21,29,19,13,27,21,14,19,14,0.357142857,0,0,0,0,0,0,0,1,0,0,0,0
64,74,45,66,62,55,53,65,52,43,53,66,71,63,50,59,57,61,60,71,77,58,61,30,60,37,46,32,33,29,0.35,0,0,0,0,0,0,0,0,0,0,1,0
72,80,64,66,54,78,55,69,60,68,77,73,66,68,63,69,67,74,64,77,72,70,73,55,69,75,66,50,64,58,0.386363636,0,0,0,0,0,0,0,1,0,0,0,0
68,76,66,62,45,63,44,71,49,43,55,70,86,85,76,64,68,61,53,69,65,55,52,25,59,65,49,25,36,28,0.384615385,0,0,0,0,0,0,0,1,0,0,0,0
60,68,52,59,35,63,49,63,53,43,54,65,80,79,80,63,76,59,76,66,66,52,43,51,60,58,50,33,38,31,0.426470588,0,0,0,0,0,0,0,1,0,0,0,0
59,65,65,24,37,65,25,60,49,43,59,56,64,66,70,50,60,28,59,67,61,34,66,46,46,50,38,57,59,57,0.34375,0,0,1,0,0,0,0,0,0,0,0,0
46,65,55,41,45,45,44,53,54,53,43,56,52,48,46,53,25,41,28,23,25,49,20,30,23,13,29,22,23,15,0,0,0,0,0,0,0,0,1,0,0,0,0
49,72,55,49,38,38,43,47,28,34,42,51,48,58,61,52,50,51,57,62,42,51,49,25,50,39,28,35,29,35,0.25,0,0,0,0,0,1,0,0,0,0,0,0
61,70,56,50,48,57,53,67,51,40,51,65,74,76,71,61,67,64,73,65,68,55,50,35,51,58,50,27,32,40,0.375,0,0,0,0,0,0,1,0,0,0,0,0
70,74,56,70,74,69,66,64,55,55,48,67,69,68,76,72,56,73,73,71,75,64,62,33,70,60,73,22,19,21,0.375,0,0,0,0,1,0,0,0,0,0,0,0
65,71,57,54,50,68,58,66,62,62,66,68,71,71,72,65,79,61,63,70,50,59,71,54,65,64,60,55,59,55,0,0,0,0,0,1,0,0,0,0,0,0,0
62,69,55,45,36,65,34,58,45,44,58,62,71,70,73,60,80,67,61,75,64,46,77,56,59,52,53,64,53,54,0.407407407,0,1,0,0,0,0,0,0,0,0,0,0
60,65,48,36,52,59,37,53,46,47,55,58,68,66,64,63,69,60,65,66,63,43,65,61,45,59,54,56,60,57,0.125,0,1,0,0,0,0,0,0,0,0,0,0
69,75,73,54,57,68,33,75,47,43,73,74,72,72,76,72,74,72,69,59,64,60,75,66,62,63,62,70,69,70,0.392857143,0,0,0,0,0,0,1,0,0,0,0,0
73,80,31,26,74,54,24,48,37,61,60,56,70,64,63,71,69,71,75,64,78,57,79,72,39,55,62,76,76,73,0.333333333,0,0,0,0,0,0,1,0,0,0,0,0
76,82,75,67,59,78,67,77,73,66,72,79,79,77,75,75,74,77,66,80,69,74,73,65,73,75,65,53,66,66,0.385245902,0,0,0,0,0,1,0,0,0,0,0,0
58,68,52,46,54,63,41,59,47,43,59,59,66,69,66,64,54,61,59,71,52,52,52,38,42,66,43,30,31,27,0.5,0,1,0,0,0,0,0,0,0,0,0,0
56,62,46,45,42,60,42,57,39,38,54,58,60,60,65,58,69,52,70,67,64,46,57,43,50,61,50,31,40,40,0.391304348,0,0,0,0,0,0,1,0,0,0,0,0
64,71,22,17,18,37,18,21,18,15,38,22,52,46,47,60,38,17,46,34,60,21,33,22,19,24,41,19,21,20,0.416666667,0,0,0,1,0,0,0,0,0,0,0,0
69,74,66,64,54,72,66,79,63,50,57,72,73,74,74,64,44,63,50,68,40,61,31,21,67,70,59,27,42,23,0,0,0,0,0,0,0,0,0,0,0,1,0
63,71,31,25,70,55,18,48,62,26,72,54,51,53,45,54,56,54,59,57,82,32,67,68,49,49,50,56,65,61,0,0,0,1,0,0,0,0,0,0,0,0,0
71,73,56,72,72,56,66,65,59,56,26,71,77,77,66,60,65,79,76,72,78,71,67,40,63,61,71,25,28,25,0.363636364,0,1,0,0,0,0,0,0,0,0,0,0
58,66,39,57,64,53,38,57,35,46,48,56,62,63,50,57,52,64,65,63,68,53,47,29,53,45,54,19,30,21,0.461538462,0,1,0,0,0,0,0,0,0,0,0,0
68,71,68,52,65,66,24,62,43,54,49,63,73,72,72,64,71,64,70,72,67,52,69,62,50,59,56,69,72,72,0.361111111,0,0,0,0,0,1,0,0,0,0,0,0
67,72,45,40,63,56,42,40,39,37,53,53,51,55,46,62,49,55,58,63,86,38,80,63,42,46,46,66,72,64,0.416666667,0,0,0,0,0,0,0,1,0,0,0,0
72,77,72,68,58,72,67,74,64,66,63,72,83,85,75,69,72,71,70,69,66,68,57,50,69,64,67,40,45,44,0.354166667,0,0,0,0,0,0,0,0,1,0,0,0
53,58,59,40,49,50,36,58,52,50,48,55,74,66,65,58,69,40,40,53,43,38,36,43,63,50,50,39,48,39,0.166666667,1,0,0,0,0,0,0,0,0,0,0,0
73,75,69,67,69,75,70,75,64,72,72,76,73,69,75,72,53,79,61,79,66,73,68,61,70,73,61,49,53,51,0.294117647,0,0,1,0,0,0,0,0,0,0,0,0
74,77,51,50,74,64,50,53,43,44,54,58,65,69,62,72,58,55,87,71,79,52,74,77,33,45,50,77,77,75,0.371428571,0,0,0,0,0,0,0,0,0,0,0,1
76,78,43,25,77,68,65,61,46,29,57,68,67,65,62,68,60,66,70,74,76,60,80,77,43,53,66,79,80,75,0.322222222,0,0,0,0,0,0,1,0,0,0,0,0
72,75,64,57,69,72,52,68,59,74,71,71,63,59,65,70,69,71,84,78,76,64,77,72,65,68,68,66,70,73,0.333333333,0,0,0,0,0,0,0,0,0,1,0,0
64,73,59,48,40,69,40,62,43,47,67,66,72,71,71,66,63,64,65,80,74,61,68,47,52,59,51,50,49,46,0.333333333,0,0,0,0,0,1,0,0,0,0,0,0
71,74,17,16,20,35,14,16,20,19,33,25,36,39,62,66,55,27,71,45,70,16,49,20,14,29,16,15,15,19,0.371794872,0,0,0,0,1,0,0,0,0,0,0,0
71,80,43,35,72,63,34,57,31,52,56,64,68,71,68,69,67,60,77,69,78,44,65,72,53,67,48,72,75,71,0.421052632,0,0,0,0,0,0,0,1,0,0,0,0
66,68,59,50,64,71,53,65,60,49,62,66,77,78,71,67,73,66,77,79,69,66,78,65,54,63,43,68,69,66,0.272727273,0,0,0,0,0,0,0,1,0,0,0,0
64,69,54,44,54,58,45,50,58,48,61,56,67,67,73,64,69,54,80,74,62,53,65,61,47,54,42,64,67,69,0.428571429,0,0,0,0,1,0,0,0,0,0,0,0
58,62,29,39,48,59,29,51,31,39,56,45,70,61,48,49,51,66,76,59,71,53,45,51,29,28,38,59,69,61,0,0,0,0,1,0,0,0,0,0,0,0,0
59,63,32,61,52,53,55,58,44,35,48,52,66,65,74,56,67,63,70,56,48,60,52,36,60,49,53,20,32,22,0.382352941,1,0,0,0,0,0,0,0,0,0,0,0
57,61,20,13,19,44,17,19,19,19,38,29,56,51,54,53,52,43,68,44,65,15,46,22,17,25,34,17,22,23,0.375,0,0,0,0,0,0,0,1,0,0,0,0
68,70,36,69,77,42,74,55,63,60,40,65,60,65,58,59,42,81,59,54,90,64,76,25,68,44,72,20,31,19,0.5,0,0,0,0,0,1,0,0,0,0,0,0
69,71,69,48,60,63,52,60,57,70,58,65,76,76,69,70,73,67,71,84,69,55,68,71,64,54,61,64,68,72,0.402439024,0,0,0,0,1,0,0,0,0,0,0,0
75,80,60,80,72,71,74,73,67,69,63,75,59,67,57,67,62,84,56,70,88,80,68,37,76,68,70,25,38,32,0,0,0,1,0,0,0,0,0,0,0,0,0
60,63,62,50,46,58,45,62,38,57,50,59,70,72,77,52,74,68,59,62,64,59,45,35,68,56,51,24,33,31,0,0,0,0,0,0,1,0,0,0,0,0,0
68,74,61,20,62,62,23,44,22,22,56,58,65,66,49,66,61,55,71,61,71,35,78,64,46,52,31,69,69,72,0.369565217,0,0,0,0,0,0,0,1,0,0,0,0
62,64,64,49,52,60,56,63,40,48,62,55,62,64,48,64,65,42,59,62,59,51,60,71,62,56,38,60,66,59,0.388888889,0,0,0,1,0,0,0,0,0,0,0,0
66,72,66,47,62,63,45,58,56,52,61,62,72,70,65,66,71,56,64,69,67,51,69,65,51,52,53,66,65,66,0.452380952,0,0,0,0,0,0,0,0,0,0,0,1
71,75,19,20,21,21,20,20,18,18,28,21,39,41,47,70,48,29,71,35,59,19,26,24,19,28,28,21,20,17,0.344827586,0,0,1,0,0,0,0,0,0,0,0,0
67,69,40,33,63,71,32,45,42,39,64,64,63,57,61,56,56,51,58,81,70,43,73,71,40,62,43,62,69,64,0,0,0,0,0,0,0,0,0,0,1,0,0
72,78,48,73,73,58,69,66,38,37,38,71,68,72,56,69,57,81,75,73,82,65,66,31,70,56,73,24,22,31,0.397058824,0,0,0,0,0,0,0,1,0,0,0,0
75,80,68,59,70,77,44,75,63,63,74,78,69,72,67,75,64,76,65,79,80,74,74,73,69,72,55,73,74,73,0,1,0,0,0,0,0,0,0,0,0,0,0
59,66,58,31,44,58,30,59,41,27,52,59,68,69,61,61,60,43,62,66,63,53,59,53,55,53,42,58,58,65,0.375,0,0,0,0,0,0,0,0,0,0,0,1
65,77,18,19,21,36,16,14,19,18,35,24,47,38,66,59,36,33,81,43,46,17,40,21,18,21,24,16,15,18,0.5,0,0,1,0,0,0,0,0,0,0,0,0
76,83,73,69,57,79,68,78,77,73,74,79,75,73,84,77,76,69,76,82,62,71,64,65,73,77,65,45,54,48,0.391025641,0,0,0,0,0,0,0,0,0,0,0,1
65,69,31,37,67,38,27,34,45,45,34,58,67,64,54,66,48,28,56,70,81,31,68,57,49,51,43,64,65,61,0.3,0,0,0,1,0,0,0,0,0,0,0,0
59,61,39,29,54,56,24,51,34,38,57,56,53,56,51,53,48,54,38,52,81,37,81,60,43,57,57,56,58,51,0,0,1,0,0,0,0,0,0,0,0,0,0
72,76,73,47,55,63,49,70,51,54,65,74,78,80,73,71,69,67,70,77,71,60,74,74,69,61,60,76,73,71,0,0,0,1,0,0,0,0,0,0,0,0,0
79,85,68,71,52,80,59,81,72,67,76,81,82,78,84,78,77,73,65,72,38,71,29,36,77,80,65,35,38,34,0.354545455,0,0,0,0,0,0,0,0,0,0,0,1
71,74,58,53,49,71,47,68,69,45,67,73,69,72,68,69,66,74,69,82,79,61,78,71,63,69,56,69,71,70,0.5,0,0,0,0,0,0,0,0,0,0,1,0
65,75,57,65,60,66,64,65,53,65,55,68,72,68,61,65,62,73,57,63,67,65,56,32,53,64,66,27,26,23,0.5,0,0,0,0,0,1,0,0,0,0,0,0
60,66,44,61,63,55,56,63,49,47,45,54,61,63,65,52,68,62,74,63,68,56,61,28,54,55,45,20,17,23,0.5,0,0,1,0,0,0,0,0,0,0,0,0
62,63,22,17,18,35,18,18,19,20,25,21,27,48,25,60,59,47,66,40,65,19,20,20,18,24,40,19,22,21,0.5,0,0,0,0,0,0,0,0,0,0,1,0
63,66,40,36,68,53,45,31,56,57,48,49,54,59,57,61,40,67,46,62,82,53,67,62,35,43,62,60,65,60,0,0,1,0,0,0,0,0,0,0,0,0,0
63,69,54,37,61,56,32,45,30,37,54,52,57,59,48,60,58,56,68,56,76,42,64,60,37,50,43,61,65,62,0,0,0,0,0,0,1,0,0,0,0,0,0
72,75,65,71,67,68,71,75,69,49,64,76,79,79,77,68,70,76,68,68,61,75,56,27,70,65,68,29,28,28,0.411764706,0,0,1,0,0,0,0,0,0,0,0,0
81,87,77,74,62,83,78,85,82,68,78,85,73,74,83,78,58,78,59,73,68,77,59,63,78,84,75,29,48,41,0.417582418,0,0,0,0,1,0,0,0,0,0,0,0
67,71,75,59,49,68,39,66,47,45,60,73,72,73,69,67,62,68,53,72,74,58,67,64,66,59,57,69,66,68,0.318181818,0,1,0,0,0,0,0,0,0,0,0,0
70,72,42,27,72,61,25,49,32,33,59,65,65,70,50,68,49,65,70,63,78,39,77,61,37,44,47,70,72,66,0.340909091,0,0,0,0,0,0,0,0,0,0,1,0
70,72,74,64,61,76,63,71,71,68,72,74,63,66,64,70,69,78,51,61,75,65,74,65,65,74,65,64,69,62,0,0,0,0,0,1,0,0,0,0,0,0,0
65,66,67,39,60,64,46,57,61,36,62,62,71,75,70,69,60,68,70,80,69,51,71,67,49,43,50,56,61,63,0.375,0,1,0,0,0,0,0,0,0,0,0,0
69,73,45,36,57,71,34,63,55,53,57,66,59,68,62,74,72,54,69,73,71,44,82,68,62,59,60,69,71,64,0.32,0,0,0,0,0,0,0,1,0,0,0,0
72,74,70,35,64,72,29,70,66,52,67,70,77,78,81,69,78,62,80,88,70,31,69,72,58,62,50,73,75,71,0.428571429,0,0,0,0,0,0,0,0,0,0,1,0
68,75,66,63,48,64,64,71,72,62,52,69,75,77,74,66,63,73,52,67,64,67,44,33,62,69,54,30,39,35,0.379310345,0,0,0,0,0,0,0,0,0,1,0,0
73,77,41,80,68,63,72,69,53,54,55,68,69,69,66,75,66,72,63,71,69,67,44,21,81,61,76,26,29,29,0.336956522,1,0,0,0,0,0,0,0,0,0,0,0
82,86,77,80,52,81,83,85,83,80,72,81,86,89,88,82,80,81,70,74,64,82,46,40,82,80,74,25,31,38,0.38172043,0,0,0,0,1,0,0,0,0,0,0,0
68,73,56,49,67,67,53,64,48,61,64,68,65,67,61,66,68,78,75,73,85,66,81,63,58,62,53,62,67,65,0.333333333,0,0,0,0,1,0,0,0,0,0,0,0
65,70,65,47,57,61,43,59,58,38,59,61,74,79,68,66,56,63,73,82,74,55,71,62,56,53,38,63,67,68,0.386363636,1,0,0,0,0,0,0,0,0,0,0,0
74,76,67,66,63,74,59,80,77,61,65,79,87,79,93,73,94,72,84,70,42,72,64,27,66,69,62,39,38,44,0.361111111,1,0,0,0,0,0,0,0,0,0,0,0
